emp_no,last_name,first_name,title
41894,Mandell,Zeydy,Senior Staff
41909,McAlpine,Toshimitsu,Senior Engineer
41910,Willoner,Shugo,Senior Engineer
41913,Chaudhuri,Ohad,Senior Engineer
41917,Schlumberger,Fumitake,Senior Staff
41919,Basart,Babette,Staff
41928,Ozeri,Mohit,Engineer
41935,Stenning,Toshiki,Senior Staff
41939,Usery,Kwangho,Senior Staff
41940,Anick,Dmitry,Senior Engineer
41941,Yoshimura,Chenyi,Engineer
41943,Woycyznski,Gaetan,Senior Engineer
41944,Parhami,Vishwani,Senior Engineer
41955,Whitcomb,Mack,Senior Engineer
41956,Thiria,Rajmohan,Senior Staff
41966,Demeyer,Serap,Staff
41968,Iisaka,Vishv,Engineer
41971,Zobel,Poorav,Senior Engineer
41977,Decaestecker,Tommaso,Engineer
41979,Bage,Hilary,Senior Staff
41981,Cichocki,Moss,Staff
41983,Wixon,Luise,Senior Engineer
41993,Comyn,LiMin,Senior Engineer
41997,Petersohn,Gopalakrishnan,Senior Engineer
42007,Pokrovskii,Tsz,Senior Staff
42015,Murtha,Przemyslawa,Senior Staff
42019,Roisin,Mayumi,Senior Staff
42020,Matzat,Nobuyoshi,Senior Engineer
42021,Norsworthy,Mandell,Senior Engineer
42024,Serdy,Dipayan,Staff
42026,Impagliazzo,Goncalo,Senior Engineer
42027,Baik,Alain,Technique Leader
42033,Compeau,Reuven,Technique Leader
42036,Whittlesey,Abdelaziz,Technique Leader
42042,Serna,Serif,Senior Staff
42045,Massonet,Eberhardt,Senior Staff
42046,Millington,Waiman,Technique Leader
42047,Ambroszkiewicz,Sahrah,Senior Engineer
42053,Lores,Demin,Senior Staff
42058,Syang,Shigeaki,Staff
42059,Czap,Jianhui,Engineer
42075,Gruenwald,Sergi,Senior Engineer
42089,Perko,Abdelghani,Staff
42097,Kohling,Uma,Senior Engineer
42103,Felcyn,Ravishankar,Senior Engineer
42112,Braccini,Hugo,Engineer
42118,Gischer,Miyeon,Senior Staff
42121,Auria,Tran,Senior Staff
42131,Schneeberger,Udi,Senior Engineer
42139,Isaak,Tru,Technique Leader
42140,Panienski,Kellyn,Senior Engineer
42142,Jumpertz,Kinh,Engineer
42153,Ecklund,Shushma,Staff
42173,Matheson,Nishit,Senior Engineer
42184,Kusalik,Prasadram,Engineer
42185,Kaminger,Renee,Engineer
42191,Pepe,Remco,Engineer
42194,Sevcikova,Chikako,Senior Staff
42196,Kemmerer,Rayond,Senior Engineer
42199,Aamodt,Mats,Senior Staff
42202,Ginesta,Hyuckchul,Senior Engineer
42209,Leonhardt,Kensyu,Staff
42218,Eiter,Shai,Senior Engineer
42221,Fortenbacher,Godehard,Senior Engineer
42233,McConalogue,Holgard,Senior Engineer
42241,Hasham,Deniz,Technique Leader
42243,Fendler,Jaana,Senior Engineer
42249,Maksimenko,Dmitri,Engineer
42254,Srimani,Tomofumi,Senior Staff
42255,Kalorkoti,Ziyad,Engineer
42268,Danner,Claude,Senior Engineer
42269,Rousseau,Foong,Senior Staff
42271,Halevi,DAIDA,Senior Staff
42273,Pesch,Golgen,Senior Engineer
42274,Grospietsch,Gal,Assistant Engineer
42277,Codenie,Martina,Technique Leader
42287,Nishimukai,Subhankar,Senior Staff
42289,Hinsberger,Zito,Senior Engineer
42291,Talmor,Girolamo,Staff
42297,Lamba,Petter,Senior Engineer
42301,Baaleh,Ebbe,Senior Engineer
42309,Stroustrup,Yolla,Senior Staff
42325,Hardjono,Kiyotoshi,Senior Staff
42327,Porenta,Caolyn,Senior Staff
42330,Tchuente,Adil,Engineer
42341,Cangellaris,Haldun,Senior Engineer
42352,Chaudhuri,Tuval,Senior Engineer
42358,Narwekar,Lech,Senior Staff
42361,Walstra,Randi,Senior Engineer
42368,Ariola,Sukumar,Senior Staff
42371,Mersereau,Pragnesh,Senior Staff
42377,Kuhnemann,Gaurav,Senior Staff
42378,Stille,Kaijung,Staff
42380,Dulli,Gou,Senior Staff
42393,Randi,Gill,Senior Staff
42398,Karlin,Georgy,Senior Staff
42400,Olano,Youpyo,Senior Staff
42402,Rosis,Gererd,Senior Engineer
42405,Hmelo,Mari,Senior Engineer
42419,Shobatake,Heekeun,Senior Staff
42424,Picco,Adin,Engineer
42425,Ulupinar,Insup,Senior Staff
42426,Chaudhuri,Shietung,Senior Staff
42429,Sichman,Ulf,Technique Leader
42434,Lagarias,Diederik,Senior Staff
42444,Kobuchi,Seongbin,Senior Staff
42465,Azadmanesh,Marlo,Engineer
42466,Linares,Radhakrishnan,Senior Staff
42468,Willoner,Torsten,Senior Staff
42469,Hiltgen,Sham,Senior Engineer
42478,Biros,Kristin,Senior Staff
42484,Carrera,Udaiprakash,Engineer
42488,Menhardt,Angel,Senior Staff
42498,Bojadziev,Limsoon,Senior Engineer
42499,Yavatkar,Palash,Senior Staff
42500,Rouquie,Marit,Senior Staff
42504,Nastansky,Krisda,Senior Engineer
42509,Bolsens,Barry,Engineer
42524,Lemarechal,Eric,Senior Staff
42527,Kirkerud,Domenick,Senior Staff
42534,Rodham,Maia,Engineer
42541,Aingworth,Ferdinand,Senior Engineer
42544,Zucker,Kamakshi,Senior Staff
42587,Chartres,Youssef,Senior Engineer
42590,Billawala,Basim,Senior Engineer
42614,Bail,Atreyi,Senior Staff
42615,Asser,Shigehiro,Engineer
42617,Kawashimo,Thodoros,Engineer
42627,Bierbaum,Goa,Senior Staff
42628,Rohrbach,Jolita,Senior Engineer
42642,Broder,Bluma,Senior Staff
42654,Waeselynck,Sajjan,Senior Engineer
42655,Kaelbling,Irene,Senior Engineer
42657,Peir,Jiafu,Senior Staff
42663,Barreiro,Lech,Senior Staff
42672,Murtafg,Zsolt,Engineer
42680,Swan,Fabrizio,Senior Engineer
42681,Molenkamp,Radhakrishnan,Engineer
42684,Dengi,Behnaam,Senior Engineer
42686,Wossner,Tadanori,Staff
42694,Fioravanti,Utpal,Senior Staff
42701,Luff,Anwar,Staff
42708,Petereit,Hitomi,Senior Staff
42714,Alpay,Zhigen,Assistant Engineer
42717,Srimani,Hidefumi,Engineer
42733,Decleir,Hitomi,Senior Engineer
42746,Billawala,Manu,Senior Engineer
42752,Lorys,Moty,Staff
42753,Vickson,Alagu,Assistant Engineer
42764,Preusig,Marit,Senior Staff
42765,Bresenham,Filipp,Senior Staff
42773,Zirintsis,Claude,Senior Engineer
42775,Mitina,Sergi,Senior Staff
42780,Krider,Spyrose,Senior Engineer
42781,Dechter,Xinyu,Senior Staff
42786,Mullainathan,Gift,Engineer
42788,Ouhyoung,Geoffrey,Senior Engineer
42812,Wroclawski,Bokyung,Senior Engineer
42817,Ulupinar,Mohd,Senior Staff
42821,Anily,Xumin,Engineer
42823,Grabner,Mahendra,Senior Staff
42824,Thiran,Candido,Senior Engineer
42828,Fiutem,Val,Senior Engineer
42841,Ranon,Jungsoon,Senior Engineer
42846,Garnham,Shichao,Senior Engineer
42856,Ranka,Xiaoqiu,Senior Engineer
42857,Bojadziev,Sedat,Engineer
42865,Basawa,Phule,Staff
42866,Keustermans,Niteen,Senior Engineer
42870,Whittlesey,Arch,Senior Engineer
42872,Angot,Larisa,Technique Leader
42881,Wendorf,Stamatina,Senior Staff
42886,Malabarba,JoAnna,Senior Engineer
42889,Fujisawa,Takushi,Senior Engineer
42890,Sadowsky,Zissis,Technique Leader
42892,Suppi,Faiza,Senior Staff
42894,Bashian,Arto,Senior Engineer
42903,Syang,Kazuhito,Senior Engineer
42912,Gecsei,Jacopo,Senior Staff
42916,Stanfel,Nalini,Senior Staff
42919,Swen,Gererd,Senior Staff
42927,Siochi,Zito,Senior Staff
42929,Hegner,Sven,Engineer
42930,Berztiss,Izaskun,Senior Engineer
42931,Kroha,Shih,Engineer
42933,Pleszkun,Zhiwei,Senior Engineer
42936,Nitsche,Chuanti,Senior Staff
42942,Bolotov,Mansur,Assistant Engineer
42948,Bellone,Youngkon,Technique Leader
42949,Kawashima,Mokhtar,Senior Engineer
42953,Erev,Emdad,Senior Staff
42970,Businaro,Zijian,Senior Staff
42973,Nastansky,Masasuke,Senior Staff
42982,Velardi,Bedir,Senior Engineer
42998,Boyle,Fei,Senior Engineer
43005,Giarratana,Fun,Senior Engineer
43008,Emmerich,Takanari,Engineer
43013,Petersohn,Mechthild,Senior Staff
43014,Olivero,Vitali,Senior Staff
43018,Heering,Arvind,Engineer
43025,Rabejac,Giri,Senior Engineer
43035,Picaronny,Sven,Senior Staff
43040,Nittel,Ulises,Senior Staff
43044,Gustavson,Masako,Technique Leader
43045,Birke,Howell,Senior Staff
43054,Fujisaki,Honglan,Technique Leader
43061,Rindone,Koichi,Senior Engineer
43065,Vitiello,Chinya,Engineer
43067,Champarnaud,Uinam,Staff
43068,Halloran,Nikolaos,Senior Engineer
43076,Cooman,Weicheng,Engineer
43078,Wuwongse,Radhia,Senior Staff
43079,Schoegge,Subhankar,Senior Staff
43080,Piancastelli,Leucio,Engineer
43083,Bennis,Candido,Senior Staff
43084,Leijenhorst,Babette,Senior Engineer
43096,Kruskal,Gal,Senior Staff
43107,Verspoor,Tooru,Senior Staff
43110,Perna,Vitali,Senior Staff
43115,Birdsall,Mohua,Senior Engineer
43132,Zumaque,Pramod,Engineer
43136,Litzler,Navin,Staff
43143,Chachaty,Wilmer,Senior Engineer
43158,Gajiwala,Tiina,Senior Staff
43166,Setiz,Gonzalo,Senior Staff
43181,Iisaka,Hugh,Senior Staff
43186,Schahn,Avishai,Staff
43189,Ranft,Oscal,Senior Engineer
43190,Remmele,Stepehn,Technique Leader
43192,Breugel,Shuji,Senior Engineer
43196,Socorro,Along,Senior Staff
43198,Himler,Constantine,Senior Engineer
43200,Plessier,Geraldo,Senior Staff
43202,Millington,Mamdouh,Engineer
43203,Androutsos,Chuanyi,Engineer
43207,Shihab,Itzchak,Senior Staff
43217,Pappas,DAIDA,Senior Staff
43218,Staelin,Hatim,Senior Engineer
43222,Angelopoulos,Lenore,Senior Staff
43224,Kavraki,Rafail,Senior Engineer
43229,Broomell,Uzi,Staff
43241,Kisuki,Adam,Senior Staff
43249,Vitiello,Bedrich,Senior Staff
43250,Jansen,Shunichi,Staff
43252,Kowalchuk,Christ,Senior Engineer
43254,Heijenga,Guadalupe,Senior Engineer
43257,Siepmann,Bilhanan,Senior Engineer
43261,Itzigehl,Erzsebet,Senior Staff
43281,Bakhtari,Peer,Engineer
43286,Langford,Kwangjo,Technique Leader
43289,Biran,Satosi,Senior Staff
43293,Aumann,Ayonca,Senior Engineer
43296,Kropatsch,Shietung,Senior Staff
43300,Aseltine,Francesca,Senior Engineer
43306,Zweizig,Frederique,Senior Engineer
43307,Feinberg,Mart,Senior Engineer
43308,Validov,Hauke,Senior Engineer
43315,Neiman,Arunachalam,Staff
43318,Boyle,Rasikan,Senior Engineer
43323,Isard,Masako,Senior Engineer
43325,McFarlan,Zhonghui,Senior Staff
43333,Zedlitz,Pohua,Senior Staff
43337,Cooman,Mario,Technique Leader
43338,Coullard,Xuejun,Senior Staff
43348,Gonthier,Berry,Senior Engineer
43353,Arlazarov,Mang,Technique Leader
43355,Ermel,Taizo,Senior Engineer
43367,Kisuki,Conal,Senior Engineer
43372,Fadgyas,Mahendra,Senior Staff
43373,Serov,Wanqing,Senior Engineer
43386,Dahlbom,Tomokazu,Engineer
43387,Syang,Fuqing,Senior Staff
43391,Lorys,Hitomi,Senior Engineer
43393,Fraisse,Renee,Senior Staff
43399,Schach,Yagil,Staff
43410,Masand,Pranas,Senior Staff
43412,Fabrizio,Magdalena,Staff
43420,Kolinko,Ziya,Senior Staff
43421,Perin,Juichirou,Senior Engineer
43423,Michaeli,Menkae,Senior Staff
43428,Zallocco,Elgin,Engineer
43441,Akiyama,Kazuhiro,Senior Staff
43447,Gente,Lakshmi,Senior Engineer
43448,Preusig,Gilbert,Senior Engineer
43451,Kadhim,Mooi,Senior Staff
43461,Birrer,Chiranjit,Staff
43476,Wuwongse,Shaw,Senior Staff
43481,Oskamp,Emran,Engineer
43487,Ducloy,Kristof,Senior Staff
43491,Kroha,Barry,Senior Engineer
43498,Taubman,Pranav,Senior Engineer
43500,Bennis,Maria,Senior Engineer
43501,Langford,Weiwu,Senior Engineer
43512,Gopalakrishnan,Pranjal,Senior Engineer
43516,Giaccio,Marc,Senior Staff
43524,Rassart,Denis,Staff
43552,Winter,Florian,Staff
43556,Crabtree,Hairong,Senior Staff
43573,Nicolson,Jianwen,Senior Staff
43576,Wissmann,Elvis,Senior Staff
43577,Birke,Torsten,Senior Engineer
43582,Demizu,Kankanahalli,Technique Leader
43584,Pokrovskii,Houman,Engineer
43593,Zaccaria,Chuanti,Senior Staff
43594,Hoogerwoord,Moni,Senior Staff
43605,Rodite,Boalin,Senior Staff
43610,Cronin,Turgut,Staff
43616,Montemayor,Conor,Staff
43624,Pesch,Tokuyasu,Senior Staff
43627,Armand,Jungsoon,Senior Engineer
43648,Wixon,Sigeru,Senior Staff
43649,Petersohn,Idoia,Senior Staff
43658,Lieberherr,Hatem,Engineer
43660,Rahimi,Bouchung,Senior Engineer
43668,Tchuente,Tadahiko,Staff
43675,DasSarma,Weiwu,Senior Engineer
43678,Bernick,Shawna,Senior Staff
43684,Ducloy,Tommaso,Engineer
43689,Bugrara,Almudena,Senior Staff
43691,Baalen,Kazuhira,Senior Engineer
43693,Lorcy,Khoa,Staff
43703,Menyhert,Hongzhu,Senior Staff
43708,Streng,Zhongwei,Senior Engineer
43709,Munck,Mohua,Staff
43710,Merey,Christfried,Senior Staff
43720,McConalogue,Adel,Senior Staff
43724,Encarnacion,Valdiodio,Engineer
43727,Kilgore,Mats,Senior Engineer
43737,Beerel,Debatosh,Senior Engineer
43748,Quadeer,Parke,Senior Staff
43756,Himler,Minghong,Senior Staff
43757,Bratten,Anyuan,Senior Staff
43762,Markovitch,Fatemeh,Senior Staff
43772,Hemaspaandra,Rosalyn,Engineer
43776,Feldhoffer,Xuedong,Senior Staff
43780,Honglei,Susanne,Staff
43781,Pauthner,Kazuhiko,Engineer
43783,Hmelo,Houman,Engineer
43791,Lupu,Bluma,Engineer
43805,Hasham,Sanjoy,Senior Engineer
43806,Fontan,Chenye,Senior Staff
43814,Hutter,Minghong,Staff
43820,Botman,Keung,Staff
43845,Krohn,Naftali,Engineer
43854,Lally,Kwee,Senior Staff
43861,Thimonier,Susanna,Senior Engineer
43862,Eppinger,Reinhold,Senior Staff
43868,Valiente,Alagu,Senior Staff
43883,Aseltine,Zhigen,Senior Staff
43887,Giveon,Kwan,Senior Staff
43898,Hempstead,Zdislav,Senior Staff
43900,Thombley,Monique,Senior Staff
43909,Alblas,Huican,Senior Staff
43912,Wilharm,Heeju,Staff
43914,Reghbati,Elvia,Assistant Engineer
43916,Schwartzburd,Tse,Senior Engineer
43917,Conti,Heng,Engineer
43921,Pettis,Valter,Engineer
43932,Seiwald,Zhensheng,Senior Engineer
43941,Zambonelli,Khatoun,Senior Staff
43942,Rassart,Bedir,Senior Engineer
43944,Dulli,Denis,Technique Leader
43945,Thisen,Guozhong,Senior Engineer
43948,Kroha,Kwangyoen,Senior Staff
43963,Covnot,Sanjeeva,Senior Engineer
43964,Greibach,Neelam,Engineer
43965,Hasham,Syozo,Senior Staff
43966,Miculan,Serif,Senior Engineer
43981,Liesche,Margo,Senior Engineer
43982,Middleton,Cathie,Senior Engineer
43983,Capobianchi,Goa,Senior Engineer
43986,Haumacher,Ghassan,Technique Leader
43994,Burnard,Fusako,Senior Staff
43996,Bodoff,Hiroyasu,Senior Engineer
43997,Rahimi,Bezalel,Senior Engineer
43998,Heping,Poornachandra,Senior Engineer
44003,Heemskerk,Siddarth,Senior Staff
44025,Thebaut,Dines,Senior Staff
44042,Ladret,Susuma,Senior Staff
44043,Lakshmanan,Dmitri,Senior Engineer
44056,McFarlin,Florian,Senior Engineer
44057,Leaver,Fox,Senior Engineer
44062,Hertweck,Yurij,Senior Staff
44070,Onuegbe,Luerbio,Senior Staff
44071,Schnelling,Khedija,Senior Engineer
44080,Gerlach,Kazunori,Senior Staff
44086,Demizu,Kinh,Senior Staff
44087,Glinert,Claudi,Senior Engineer
44088,Ohori,Uwe,Senior Staff
44096,Schoegge,Ingmar,Senior Engineer
44100,Bresenham,Guozhong,Senior Engineer
44110,Kalloufi,Duri,Senior Staff
44117,Bernardinello,Trygve,Senior Staff
44120,Mayerwieser,Mang,Engineer
44125,Conia,Douadi,Senior Staff
44130,Winter,Zongyan,Senior Engineer
44135,Neimat,JoAnna,Senior Staff
44148,Marchesini,Fun,Senior Staff
44154,Aloia,Yefim,Senior Staff
44165,Heuser,Greger,Senior Staff
44168,Tiemann,Stella,Engineer
44178,Schmezko,Jackson,Senior Staff
44184,Birnbaum,Maya,Senior Engineer
44189,Mitzlaff,Shaibal,Engineer
44195,Boyle,Hatem,Senior Engineer
44199,Vickson,Jagoda,Senior Staff
44215,Hiroyama,Mary,Senior Staff
44216,Condotta,Jacqueline,Senior Staff
44219,Lunt,Tze,Senior Engineer
44221,Picel,Hideyuki,Senior Engineer
44223,Bakhtari,Zissis,Senior Engineer
44224,Selenyi,Shietung,Senior Engineer
44227,Juneja,Kwangjo,Senior Engineer
44234,Pardalos,Kenroku,Engineer
44235,Servi,Khun,Engineer
44236,Vieth,Chikako,Senior Staff
44249,Thisen,Ymte,Senior Engineer
44256,Krzyzanowski,Doohun,Senior Engineer
44262,Petereit,Sanjit,Senior Staff
44274,Lichtner,Udi,Senior Engineer
44283,Peris,Ult,Senior Engineer
44285,Chimia,Keiichiro,Assistant Engineer
44287,Krohm,Constantijn,Senior Staff
44288,Baja,Ingemar,Senior Staff
44292,Georg,Alexius,Senior Engineer
44301,Nivat,Fatemeh,Senior Engineer
44304,Piancastelli,Kirk,Senior Staff
44308,Xiaoshan,JiYoung,Senior Engineer
44315,Manderick,Toshiki,Staff
44318,Baranowski,Youngkon,Senior Engineer
44324,Lienhardt,Takanari,Senior Engineer
44326,Verspoor,Dmitri,Senior Staff
44339,Gonthier,Aiman,Senior Staff
44342,Kaminger,Maha,Senior Engineer
44348,Soloway,Mabhin,Technique Leader
44352,Cooke,Doohun,Engineer
44360,Georgatos,Huican,Senior Engineer
44380,Crooks,Valery,Staff
44382,Schapire,Gonzalo,Senior Staff
44388,Lubachevsky,Mandell,Senior Engineer
44390,Chorvat,Ebru,Senior Engineer
44392,Shigei,Bedir,Senior Engineer
44394,Thombley,Eran,Technique Leader
44395,Eastman,Mario,Senior Engineer
44397,Mitsuhashi,Moon,Senior Engineer
44404,Peroz,Augustine,Senior Engineer
44406,Danecki,Maia,Senior Engineer
44411,Hoppenstand,Mana,Engineer
44416,Sabnani,Fatemeh,Staff
44425,Businaro,Yinghua,Senior Staff
44429,Parfitt,Nathalie,Staff
44430,Walston,Chenyi,Senior Engineer
44431,Gide,Adamantios,Senior Engineer
44435,Spelt,Odinaldo,Senior Staff
44442,Gente,Atilio,Senior Staff
44443,Brookner,Elvis,Technique Leader
44445,Heinisuo,Sreenivas,Senior Engineer
44454,Besancenot,Toshimo,Senior Staff
44459,Panienski,Aluzio,Senior Staff
44467,Ramsak,Zhanqiu,Senior Engineer
44476,Papadias,Krisda,Senior Staff
44490,Lorcy,Nalini,Senior Engineer
44492,Krohm,Teunis,Senior Engineer
44507,Ananiadou,Toong,Senior Engineer
44519,Pavlopoulou,Aamod,Assistant Engineer
44520,Engberts,Baruch,Senior Engineer
44521,Reinhart,Berry,Senior Staff
44525,Fetvedt,Christophe,Senior Staff
44531,Lueh,Serenella,Senior Staff
44533,Huxford,Karsten,Senior Engineer
44541,Baak,Mingdong,Senior Staff
44545,Maksimenko,Tadanori,Senior Engineer
44558,Wielonsky,Zhiguo,Senior Engineer
44560,Morrow,Gudjon,Senior Staff
44561,Perin,Shay,Engineer
44566,Bolotov,Yuqun,Engineer
44569,Boyle,Dannz,Senior Engineer
44570,Menhoudj,Phuoc,Engineer
44571,Pashtan,Tooru,Engineer
44575,Pocchiola,Toney,Senior Engineer
44590,Willoner,Tomokazu,Senior Engineer
44607,Valtorta,Sachem,Senior Staff
44609,Feinberg,Zhongwei,Engineer
44610,Cronan,Aamod,Senior Engineer
44614,Cherinka,Salvador,Technique Leader
44620,Bale,Mona,Senior Engineer
44630,Huhdanpaa,Tsutomu,Engineer
44633,Azumi,Thanasis,Engineer
44639,Anick,Odysseas,Engineer
44644,Mitchem,Shigenori,Senior Engineer
44656,Ducloy,Cheong,Senior Engineer
44658,Bresenham,Jianhua,Engineer
44661,Perfilyeva,Ghassan,Senior Staff
44664,Luke,Zhaofang,Senior Staff
44682,Boissier,Souichi,Senior Staff
44683,Marrevee,Makato,Engineer
44695,Baek,Sadok,Senior Staff
44703,Rousseau,Panayotis,Engineer
44713,Harbusch,Lihong,Engineer
44716,Haddadi,Georgy,Senior Engineer
44721,Zielinski,Dinah,Senior Engineer
44728,Muhlberg,Kwee,Senior Engineer
44730,Keirsey,Haldun,Senior Staff
44733,Chleq,Behnaam,Engineer
44734,Vandervoorde,Shay,Engineer
44737,Juneja,Vishu,Senior Engineer
44739,Vecchi,Rasiah,Engineer
44741,Danner,Zita,Senior Staff
44764,Ghemri,Ayonca,Staff
44771,Wilharm,Leandro,Engineer
44773,Stenning,Mario,Senior Staff
44785,Kriebel,Phule,Senior Staff
44790,Merlo,Kaijung,Senior Staff
44794,Kavraki,Masako,Technique Leader
44801,Benzmuller,Paddy,Senior Staff
44806,Schwabacher,Vishu,Senior Engineer
44819,Terekhov,Chiranjit,Senior Staff
44821,Covnot,Martien,Senior Engineer
44828,Hiltgen,Aria,Senior Engineer
44829,Biros,IEEE,Senior Engineer
44833,Gilg,Yuping,Senior Engineer
44837,Staelin,Youssef,Senior Staff
44839,Greibach,Xudong,Senior Engineer
44842,Munke,Khalid,Senior Staff
44844,Pesch,Gino,Senior Staff
44854,Ratzlaff,Shahar,Senior Staff
44856,Seuren,Amabile,Senior Staff
44862,Herath,Rafols,Senior Staff
44865,Harnett,Tianruo,Staff
44869,Serov,JoAnne,Senior Staff
44870,Orlowski,Xiong,Senior Staff
44874,Cools,Janche,Senior Staff
44875,Reinhart,Goh,Senior Staff
44877,Fordan,Debatosh,Senior Staff
44882,Hutton,Sibyl,Engineer
44883,Cichocki,Kagan,Senior Engineer
44886,Kuszyk,Poornachandra,Senior Engineer
44889,Baby,Heejo,Senior Engineer
44891,Zaumen,Cheong,Senior Engineer
44898,Adachi,Bouchung,Senior Engineer
44908,Pehl,Kamakshi,Senior Engineer
44911,Nitta,Leandro,Staff
44913,Cappelli,Vishu,Senior Engineer
44915,Mateescu,Genta,Senior Engineer
44924,Azevdeo,Divier,Senior Staff
44935,Hiltgen,Younwoo,Assistant Engineer
44938,Potthoff,Valdiodio,Senior Staff
44939,Michaels,Zissis,Senior Engineer
44941,Rosen,Giao,Senior Engineer
44943,Hmelo,Lalit,Senior Engineer
44952,Munoz,Zeydy,Senior Engineer
44955,Kawashima,Aram,Engineer
44957,Matzat,Zsolt,Senior Engineer
44963,Gimbel,Amabile,Senior Engineer
44965,Suppi,Tetsurou,Senior Engineer
44966,Beetstra,Foong,Senior Engineer
44973,Frezza,Yakkov,Technique Leader
44977,Miara,Hiroyasu,Technique Leader
44979,Pero,Isamu,Senior Staff
44988,Kleiser,Oldrich,Engineer
44992,Perna,Kendra,Technique Leader
44996,Pouyioutas,Dzung,Engineer
44998,Kaiser,Vishv,Engineer
45000,Asrin,Ayakannu,Senior Engineer
45002,Klyachko,Leif,Senior Engineer
45006,Liedekerke,Vishv,Senior Engineer
45015,Muhlberg,Marek,Assistant Engineer
45023,Haddadi,Snehasis,Technique Leader
45042,Heinisuo,Marek,Technique Leader
45044,Zaccaria,Sachin,Senior Staff
45046,Soicher,Mahmut,Senior Engineer
45053,Zongker,Ymte,Technique Leader
45055,Radhakrishnan,Xiaobin,Senior Engineer
45057,Lenart,Marsha,Senior Staff
45058,Mahmud,Shuzo,Senior Engineer
45060,Gimbel,Weijing,Technique Leader
45062,Hammerschmidt,Aemilian,Senior Staff
45064,Baar,Rutger,Staff
45066,Gadepally,Seongbin,Senior Engineer
45070,Frolund,Ennio,Senior Engineer
45083,Belinskaya,Narain,Senior Staff
45087,Zallocco,Aksel,Senior Engineer
45089,Kirkerud,Francesca,Senior Engineer
45096,Luce,Yolla,Staff
45100,Frezza,Kristof,Senior Engineer
45104,Denny,Huei,Assistant Engineer
45112,Nilsson,Kwangho,Senior Staff
45121,Christianini,Menkae,Senior Engineer
45127,Marzano,Shushma,Senior Engineer
45128,Nittel,Hideyuki,Senior Engineer
45130,Puppe,Bezalel,Senior Staff
45134,Miara,Jingling,Staff
45138,Karcich,Miomir,Senior Staff
45142,Rehfuss,Perla,Senior Engineer
45145,Zumaque,Almudena,Senior Staff
45149,Salinas,Weiye,Senior Engineer
45163,Flowers,Peer,Engineer
45166,Lorho,Licheng,Senior Staff
45170,Rissanen,Irena,Senior Staff
45172,Radhakrishnan,Saeko,Senior Engineer
45176,Collette,Demin,Engineer
45177,Iacovou,Alassane,Engineer
45183,Gyorkos,Cristinel,Assistant Engineer
45186,Vernadat,Mong,Senior Staff
45189,Impagliazzo,Brewster,Engineer
45193,Lubachevsky,Reinhard,Senior Staff
45195,Ciolek,Patricio,Senior Engineer
45208,Andreotta,Gita,Engineer
45209,Cardazo,Yinghua,Senior Staff
45216,Ballarin,Gou,Senior Engineer
45217,Pena,Marsal,Senior Staff
45228,Unni,Utpal,Senior Engineer
45232,Senzako,Chaosheng,Technique Leader
45244,Lueh,Joydip,Senior Staff
45247,Kornatzky,Fabrizio,Senior Staff
45251,Brandsma,Billur,Senior Staff
45253,Barriga,Zhaofang,Senior Engineer
45254,Dalphin,Bernardo,Senior Engineer
45261,Larfeldt,George,Senior Staff
45269,Avouris,Arve,Senior Staff
45275,Swan,Arun,Technique Leader
45281,Chelton,Yonghoan,Senior Engineer
45284,Swift,Tesuro,Senior Staff
45288,Savasere,Gift,Engineer
45290,Varman,Thanasis,Senior Engineer
45297,Sadowski,Zhiwei,Senior Staff
45306,Rajaraman,Pranjal,Senior Engineer
45311,Talmor,Zengping,Senior Staff
45313,Schusler,DAIDA,Senior Staff
45318,Dalton,Franziska,Senior Engineer
45321,Hopewell,Radhia,Senior Staff
45331,Peot,Keung,Senior Engineer
45335,Rijsenbrij,Jinxi,Staff
45337,Jansen,Boriana,Assistant Engineer
45342,Sluis,Fatemeh,Engineer
45344,Servieres,Shigeo,Senior Engineer
45349,Kohling,Younwoo,Engineer
45352,Zallocco,Yuichiro,Engineer
45361,Brookman,Frederique,Senior Staff
45363,Hainaut,Kenroku,Senior Engineer
45364,Picht,Pantung,Technique Leader
45366,Gargeya,Ranan,Senior Staff
45367,Ermel,Terresa,Senior Staff
45376,Toyoshima,Mabo,Senior Staff
45377,Flasterstein,Temple,Senior Staff
45382,Stassinopoulos,Yoshimitsu,Senior Engineer
45396,Steenbeek,Tsz,Engineer
45397,Speckmann,Jahangir,Senior Engineer
45399,Farris,Masato,Senior Engineer
45400,Woycyznski,Jiakeng,Senior Engineer
45402,Liesche,Kwok,Staff
45419,Plesums,Yechiam,Staff
45421,Gips,George,Senior Engineer
45426,Plump,Toney,Engineer
45430,Pezzoli,Sigeru,Technique Leader
45432,Barreiro,Richard,Senior Staff
45436,Limongiello,Gila,Senior Staff
45439,Ossenbruggen,Elrique,Senior Staff
45455,Fujisawa,Leandro,Staff
45460,Rande,Mang,Technique Leader
45465,Cronan,Yaghout,Senior Staff
45466,Tomescu,Guiseppe,Staff
45473,Ulupinar,Mihalis,Senior Staff
45479,Krupka,Ferdinand,Senior Engineer
45493,Itzigehl,Oscar,Senior Staff
45495,Mellouli,Mechthild,Assistant Engineer
45499,Piveteau,Tsvetan,Staff
45507,Lamparter,Xiong,Senior Engineer
45512,Czaja,Matk,Senior Staff
